start,end,acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,pir_bath_mean,pir_bath_std,pir_bath_min,pir_bath_median,pir_bath_max,pir_bed1_mean,pir_bed1_std,pir_bed1_min,pir_bed1_median,pir_bed1_max,pir_bed2_mean,pir_bed2_std,pir_bed2_min,pir_bed2_median,pir_bed2_max,pir_hall_mean,pir_hall_std,pir_hall_min,pir_hall_median,pir_hall_max,pir_kitchen_mean,pir_kitchen_std,pir_kitchen_min,pir_kitchen_median,pir_kitchen_max,pir_living_mean,pir_living_std,pir_living_min,pir_living_median,pir_living_max,pir_stairs_mean,pir_stairs_std,pir_stairs_min,pir_stairs_median,pir_stairs_max,pir_study_mean,pir_study_std,pir_study_min,pir_study_median,pir_study_max,pir_toilet_mean,pir_toilet_std,pir_toilet_min,pir_toilet_median,pir_toilet_max,video_living_room_centre_2d_x_mean,video_living_room_centre_2d_x_std,video_living_room_centre_2d_x_min,video_living_room_centre_2d_x_median,video_living_room_centre_2d_x_max,video_living_room_centre_2d_y_mean,video_living_room_centre_2d_y_std,video_living_room_centre_2d_y_min,video_living_room_centre_2d_y_median,video_living_room_centre_2d_y_max,video_living_room_bb_2d_br_x_mean,video_living_room_bb_2d_br_x_std,video_living_room_bb_2d_br_x_min,video_living_room_bb_2d_br_x_median,video_living_room_bb_2d_br_x_max,video_living_room_bb_2d_br_y_mean,video_living_room_bb_2d_br_y_std,video_living_room_bb_2d_br_y_min,video_living_room_bb_2d_br_y_median,video_living_room_bb_2d_br_y_max,video_living_room_bb_2d_tl_x_mean,video_living_room_bb_2d_tl_x_std,video_living_room_bb_2d_tl_x_min,video_living_room_bb_2d_tl_x_median,video_living_room_bb_2d_tl_x_max,video_living_room_bb_2d_tl_y_mean,video_living_room_bb_2d_tl_y_std,video_living_room_bb_2d_tl_y_min,video_living_room_bb_2d_tl_y_median,video_living_room_bb_2d_tl_y_max,video_living_room_centre_3d_x_mean,video_living_room_centre_3d_x_std,video_living_room_centre_3d_x_min,video_living_room_centre_3d_x_median,video_living_room_centre_3d_x_max,video_living_room_centre_3d_y_mean,video_living_room_centre_3d_y_std,video_living_room_centre_3d_y_min,video_living_room_centre_3d_y_median,video_living_room_centre_3d_y_max,video_living_room_centre_3d_z_mean,video_living_room_centre_3d_z_std,video_living_room_centre_3d_z_min,video_living_room_centre_3d_z_median,video_living_room_centre_3d_z_max,video_living_room_bb_3d_brb_x_mean,video_living_room_bb_3d_brb_x_std,video_living_room_bb_3d_brb_x_min,video_living_room_bb_3d_brb_x_median,video_living_room_bb_3d_brb_x_max,video_living_room_bb_3d_brb_y_mean,video_living_room_bb_3d_brb_y_std,video_living_room_bb_3d_brb_y_min,video_living_room_bb_3d_brb_y_median,video_living_room_bb_3d_brb_y_max,video_living_room_bb_3d_brb_z_mean,video_living_room_bb_3d_brb_z_std,video_living_room_bb_3d_brb_z_min,video_living_room_bb_3d_brb_z_median,video_living_room_bb_3d_brb_z_max,video_living_room_bb_3d_flt_x_mean,video_living_room_bb_3d_flt_x_std,video_living_room_bb_3d_flt_x_min,video_living_room_bb_3d_flt_x_median,video_living_room_bb_3d_flt_x_max,video_living_room_bb_3d_flt_y_mean,video_living_room_bb_3d_flt_y_std,video_living_room_bb_3d_flt_y_min,video_living_room_bb_3d_flt_y_median,video_living_room_bb_3d_flt_y_max,video_living_room_bb_3d_flt_z_mean,video_living_room_bb_3d_flt_z_std,video_living_room_bb_3d_flt_z_min,video_living_room_bb_3d_flt_z_median,video_living_room_bb_3d_flt_z_max,video_kitchen_centre_2d_x_mean,video_kitchen_centre_2d_x_std,video_kitchen_centre_2d_x_min,video_kitchen_centre_2d_x_median,video_kitchen_centre_2d_x_max,video_kitchen_centre_2d_y_mean,video_kitchen_centre_2d_y_std,video_kitchen_centre_2d_y_min,video_kitchen_centre_2d_y_median,video_kitchen_centre_2d_y_max,video_kitchen_bb_2d_br_x_mean,video_kitchen_bb_2d_br_x_std,video_kitchen_bb_2d_br_x_min,video_kitchen_bb_2d_br_x_median,video_kitchen_bb_2d_br_x_max,video_kitchen_bb_2d_br_y_mean,video_kitchen_bb_2d_br_y_std,video_kitchen_bb_2d_br_y_min,video_kitchen_bb_2d_br_y_median,video_kitchen_bb_2d_br_y_max,video_kitchen_bb_2d_tl_x_mean,video_kitchen_bb_2d_tl_x_std,video_kitchen_bb_2d_tl_x_min,video_kitchen_bb_2d_tl_x_median,video_kitchen_bb_2d_tl_x_max,video_kitchen_bb_2d_tl_y_mean,video_kitchen_bb_2d_tl_y_std,video_kitchen_bb_2d_tl_y_min,video_kitchen_bb_2d_tl_y_median,video_kitchen_bb_2d_tl_y_max,video_kitchen_centre_3d_x_mean,video_kitchen_centre_3d_x_std,video_kitchen_centre_3d_x_min,video_kitchen_centre_3d_x_median,video_kitchen_centre_3d_x_max,video_kitchen_centre_3d_y_mean,video_kitchen_centre_3d_y_std,video_kitchen_centre_3d_y_min,video_kitchen_centre_3d_y_median,video_kitchen_centre_3d_y_max,video_kitchen_centre_3d_z_mean,video_kitchen_centre_3d_z_std,video_kitchen_centre_3d_z_min,video_kitchen_centre_3d_z_median,video_kitchen_centre_3d_z_max,video_kitchen_bb_3d_brb_x_mean,video_kitchen_bb_3d_brb_x_std,video_kitchen_bb_3d_brb_x_min,video_kitchen_bb_3d_brb_x_median,video_kitchen_bb_3d_brb_x_max,video_kitchen_bb_3d_brb_y_mean,video_kitchen_bb_3d_brb_y_std,video_kitchen_bb_3d_brb_y_min,video_kitchen_bb_3d_brb_y_median,video_kitchen_bb_3d_brb_y_max,video_kitchen_bb_3d_brb_z_mean,video_kitchen_bb_3d_brb_z_std,video_kitchen_bb_3d_brb_z_min,video_kitchen_bb_3d_brb_z_median,video_kitchen_bb_3d_brb_z_max,video_kitchen_bb_3d_flt_x_mean,video_kitchen_bb_3d_flt_x_std,video_kitchen_bb_3d_flt_x_min,video_kitchen_bb_3d_flt_x_median,video_kitchen_bb_3d_flt_x_max,video_kitchen_bb_3d_flt_y_mean,video_kitchen_bb_3d_flt_y_std,video_kitchen_bb_3d_flt_y_min,video_kitchen_bb_3d_flt_y_median,video_kitchen_bb_3d_flt_y_max,video_kitchen_bb_3d_flt_z_mean,video_kitchen_bb_3d_flt_z_std,video_kitchen_bb_3d_flt_z_min,video_kitchen_bb_3d_flt_z_median,video_kitchen_bb_3d_flt_z_max,video_hallway_centre_2d_x_mean,video_hallway_centre_2d_x_std,video_hallway_centre_2d_x_min,video_hallway_centre_2d_x_median,video_hallway_centre_2d_x_max,video_hallway_centre_2d_y_mean,video_hallway_centre_2d_y_std,video_hallway_centre_2d_y_min,video_hallway_centre_2d_y_median,video_hallway_centre_2d_y_max,video_hallway_bb_2d_br_x_mean,video_hallway_bb_2d_br_x_std,video_hallway_bb_2d_br_x_min,video_hallway_bb_2d_br_x_median,video_hallway_bb_2d_br_x_max,video_hallway_bb_2d_br_y_mean,video_hallway_bb_2d_br_y_std,video_hallway_bb_2d_br_y_min,video_hallway_bb_2d_br_y_median,video_hallway_bb_2d_br_y_max,video_hallway_bb_2d_tl_x_mean,video_hallway_bb_2d_tl_x_std,video_hallway_bb_2d_tl_x_min,video_hallway_bb_2d_tl_x_median,video_hallway_bb_2d_tl_x_max,video_hallway_bb_2d_tl_y_mean,video_hallway_bb_2d_tl_y_std,video_hallway_bb_2d_tl_y_min,video_hallway_bb_2d_tl_y_median,video_hallway_bb_2d_tl_y_max,video_hallway_centre_3d_x_mean,video_hallway_centre_3d_x_std,video_hallway_centre_3d_x_min,video_hallway_centre_3d_x_median,video_hallway_centre_3d_x_max,video_hallway_centre_3d_y_mean,video_hallway_centre_3d_y_std,video_hallway_centre_3d_y_min,video_hallway_centre_3d_y_median,video_hallway_centre_3d_y_max,video_hallway_centre_3d_z_mean,video_hallway_centre_3d_z_std,video_hallway_centre_3d_z_min,video_hallway_centre_3d_z_median,video_hallway_centre_3d_z_max,video_hallway_bb_3d_brb_x_mean,video_hallway_bb_3d_brb_x_std,video_hallway_bb_3d_brb_x_min,video_hallway_bb_3d_brb_x_median,video_hallway_bb_3d_brb_x_max,video_hallway_bb_3d_brb_y_mean,video_hallway_bb_3d_brb_y_std,video_hallway_bb_3d_brb_y_min,video_hallway_bb_3d_brb_y_median,video_hallway_bb_3d_brb_y_max,video_hallway_bb_3d_brb_z_mean,video_hallway_bb_3d_brb_z_std,video_hallway_bb_3d_brb_z_min,video_hallway_bb_3d_brb_z_median,video_hallway_bb_3d_brb_z_max,video_hallway_bb_3d_flt_x_mean,video_hallway_bb_3d_flt_x_std,video_hallway_bb_3d_flt_x_min,video_hallway_bb_3d_flt_x_median,video_hallway_bb_3d_flt_x_max,video_hallway_bb_3d_flt_y_mean,video_hallway_bb_3d_flt_y_std,video_hallway_bb_3d_flt_y_min,video_hallway_bb_3d_flt_y_median,video_hallway_bb_3d_flt_y_max,video_hallway_bb_3d_flt_z_mean,video_hallway_bb_3d_flt_z_std,video_hallway_bb_3d_flt_z_min,video_hallway_bb_3d_flt_z_median,video_hallway_bb_3d_flt_z_max
428.00,429.00,0.9157,0.1337897978,0.688,0.904,1.358,-0.3189,0.0496929572,-0.41,-0.318,-0.244,0.1395,0.0528805257,0.056,0.129,0.248,-82,2.5298221281,-85,-81,-79,-88.6,7.00285656,-98,-87,-79,-78.4,4.8826222463,-88,-77,-75,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.171379852,1.4718296277,147.047988892,149.196533203,152.187057495,156.279286957,3.0812908123,150.178833008,156.291870117,163.173278809,169.2,3.9949968711,165,169,179,231.7,2.3895606291,225,231,235,131.2,0.9797958971,130,132,132,113.2,1.7204650534,110,113,118,-134.895041275,24.5012347419,-173.013275146,-133.490745544,-90.46875,-447.30624237,18.1670388913,-495.234375,-445.060958863,-406.166809082,3530.16837158,173.737336346,3271.15625,3514.38378907,3838.02148438,112.76939888,43.6516515569,65.9861526489,108.17843628,222.006271362,-1393.27581177,45.9116924733,-1478.72705078,-1379.61584473,-1331.24633789,3560.16837158,173.737336346,3301.15625,3544.38378907,3868.02148438,-353.244026184,16.9627157416,-397.584838867,-348.428634644,-332.196105957,84.189641285,23.8489312537,22.7312870026,85.6144943237,133.534591675,3500.16837158,173.737336346,3241.15625,3484.38378907,3808.02148438
429.00,430.00,0.8742,0.1385422679,0.704,0.85,1.292,-0.4961,0.1263178135,-0.72,-0.517,-0.202,0.1985,0.0619285879,0.08,0.191,0.312,-80.4,2.5768197454,-84,-79,-78,-92.25,7.3950997289,-105,,-87,-85.2,2.6381811917,-88,-85,-81,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.238813477,0.6857065009,144.122924805,146.33581543,147.449554443,142.457001343,3.0716029094,137.02204895,142.647674561,148.588516235,163.64,1.352922762,161,163,165,205.24,7.8244744232,191,209,223,130.8,2.1166010489,128,130,134,107.28,1.6857046005,104,108,110,-208.364122315,20.7193168719,-269.375213623,-209.453216553,-170.425857544,-336.825667725,27.6634841709,-388.211181641,-336.507873535,-278.29876709,4310.61606445,254.918497998,3872.41552734,4285.20507812,4838.29638672,54.2838284302,18.2196640676,16.4545726776,48.1788063049,74.3962936401,-1290.96023437,58.9176481035,-1409.50048828,-1300.27050781,-1168.27026367,4340.61606445,254.918497998,3902.41552734,4315.20507812,4868.29638672,-436.897199707,21.2179667641,-472.110626221,-437.02557373,-402.806091309,192.245626831,36.1648265238,134.740661621,179.059066772,269.77746582,4280.61606445,254.918497998,3842.41552734,4255.20507812,4808.29638672
430.00,431.00,0.6629,0.1592412949,0.412,0.672,1.084,-0.6702,0.1074335143,-0.84,-0.633,-0.516,0.3203,0.1307153778,0.178,0.287,0.67,-80.6,3.2619012861,-85,-81,-76,,,,,,-84.2,5.7410800378,-93,-85,-77,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.392281368,2.1842512889,138.387710571,141.35043335,144.430755615,132.464881108,2.6147406596,129.632278442,131.953308105,137.699310303,157.827586207,3.8062468211,153,161,161,185.206896552,4.4051639787,181,183,191,128.965517241,1.9384095617,126,128,132,104.275862069,3.0501164672,102,104,114,-335.518412623,48.6070448475,-398.263702393,-338.138824463,-267.318450928,-222.65459258,39.5944758796,-302.046783447,-216.727722168,-177.599853516,5124.91958513,151.682645786,4848.72412109,5170.49023438,5315.26806641,-40.82817492,70.2487523164,-131.208480835,17.2040500641,18.3400554657,-1176.48520424,47.1060982008,-1261.03686523,-1152.29785156,-1118.73901367,5154.91958513,151.682645786,4878.72412109,5200.49023438,5345.26806641,-555.277858339,48.193464432,-623.569885254,-576.831542969,-473.134521484,281.354904438,57.5889854781,104.770652771,287.640045166,333.202453613,5094.91958513,151.682645786,4818.72412109,5140.49023438,5285.26806641
431.00,432.00,0.6207,0.1170303807,0.358,0.654,0.798,-0.2778,0.3088092615,-0.916,-0.099,0.038,0.7157,0.093621098,0.574,0.728,0.864,-70.2,1.6,-73,-69,-69,,,,,,-74,1.6733200531,-77,-74,-72,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.516240234,0.5348751082,138.625305176,139.54335022,140.387084961,132.5471875,2.071183154,129.876296997,132.413635254,135.697692871,154.28,1.1142710622,153,155,157,180.6,0.8,179,181,181,127.84,1.6894969666,122,128,130,107.76,3.8082016753,102,108,116,-389.380803223,6.7073186469,-404.047912598,-388.375183105,-378.283325195,-238.996013184,42.0918412707,-304.594390869,-235.953430176,-185.317947388,5422.25876953,59.2622313547,5336.32421875,5417.74023438,5533.39697266,-109.216496124,20.5000617235,-133.631134033,-97.0144729614,-57.3384666443,-1158.5019043,10.3043716763,-1180.63171387,-1156.24267578,-1143.12634277,5452.25876953,59.2622313547,5366.32421875,5447.74023438,5563.39697266,-608.020622559,31.2709200396,-728.625,-602.97454834,-573.153442383,231.105920715,70.5317375699,75.7240371704,227.409011841,337.243011475,5392.25876953,59.2622313547,5306.32421875,5387.74023438,5503.39697266
432.00,433.00,0.3814,0.2273306842,0.034,0.386,0.696,-0.189,0.1582042983,-0.576,-0.154,0.006,0.8876,0.118914423,0.726,0.867,1.118,-74.4,1.4966629547,-77,-74,-73,,,,,,-75.6,0.8,-77,-75,-75,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.101708045,0.266773866,140.510253906,141.070556641,141.662475586,135.018187303,0.8651542646,134.215499878,134.626831055,137.478729248,155,0,155,155,155,177.307692308,1.7269187939,173,177,181,130,0,130,130,130,111.076923077,2.5558842655,110,110,118,-369.204838679,3.5040884602,-378.343505859,-368.987701416,-363.979248047,-293.458636944,17.7788573898,-346.932861328,-285.469085693,-279.054412842,5571.60986328,30.9005360259,5535.86523438,5567.23339844,5660.32324219,-98.214895982,0.5417896493,-99.7703399658,-98.1381607056,-97.5881729126,-1125.57386193,30.5205794832,-1197.56103516,-1118.77502441,-1057.56567383,5601.60986328,30.9005360259,5565.86523438,5597.23339844,5690.32324219,-582.977379432,3.2507234449,-592.309997559,-582.516967773,-579.217041016,173.197849567,49.3169179563,39.0501327515,193.859710693,194.973297119,5541.60986328,30.9005360259,5505.86523438,5537.23339844,5630.32324219
433.00,434.00,0.5786,0.3274483776,0.112,0.503,1.366,-0.6629,0.1106227373,-0.858,-0.678,-0.388,0.343,0.2644053706,0.032,0.252,0.844,-75.2,2.7129319933,-78,-77,-71,-100,4,-104,,-96,-88.8,6.0133185514,-98,-88,-80,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.469933551,0.810256413,137.570129395,138.18611145,141.225097656,142.122183095,2.4391440304,139.403961182,140.989685059,149.379821777,152.652173913,2.0977979273,151,151,157,171.869565217,1.6498839966,169,173,173,128.086956522,0.7170618479,126,128,130,121.739130435,3.4035453549,118,122,128,-440.479327658,15.1777050335,-457.49609375,-446.185302734,-388.815795898,-452.991529382,53.2924376514,-608.436889648,-429.49118042,-393.540161133,5835.15529467,45.711681885,5773.5625,5827.56689453,5925.77294922,-151.04808741,42.8465476379,-186.432861328,-183.596130371,-61.2635269165,-1066.59548818,27.8773499066,-1103.17077637,-1081.57763672,-1015.02362061,5865.15529467,45.711681885,5803.5625,5857.56689453,5955.77294922,-649.583711044,12.6758903416,-687.127441406,-650.167541504,-618.124267578,-35.2767504816,68.9052894982,-161.573913574,-41.1292114258,40.8603744507,5805.15529467,45.711681885,5743.5625,5797.56689453,5895.77294922
434.00,435.00,0.949,0.1700123525,0.748,0.896,1.296,-0.2683,0.0681535766,-0.388,-0.256,-0.104,0.1093,0.056544761,-0.018,0.129,0.184,-71.4,1.3564659966,-74,-71,-70,-102,0,-102,,-102,-90.6,6.7111846942,-100,-92,-83,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.994558334,1.0754140291,138.544494629,141.579200744,142.068572998,150.242039363,0.8630920707,148.368621826,150.584075928,151.746276855,153.666666667,2.2852182001,149,155,157,167.833333333,2.3033791602,165,167,173,130,0.8164965809,128,130,132,131,4.9665548086,124,134,138,-406.115810394,31.0068669891,-478.07208252,-392.343933106,-374.337280273,-645.686810811,26.1382138525,-699.881347656,-647.7840271,-603.349487305,6087.43825277,127.374506321,5905.12158203,6074.64038086,6354.18945312,-136.701313019,52.3939932837,-246.259567261,-106.685668945,-64.8458023071,-1025.31562042,35.5114152848,-1130.60375977,-1018.73037719,-983.252929688,6117.43825277,127.374506321,5935.12158203,6104.64038086,6384.18945312,-637.421681722,26.6858397318,-705.084594727,-635.896179199,-581.079284668,-234.786759694,108.113620523,-399.182800293,-293.247848511,-82.5612564087,6057.43825277,127.374506321,5875.12158203,6044.64038086,6324.18945312
435.00,436.00,0.9715,0.2475397948,0.75,0.842,1.686,-0.1856,0.1613463356,-0.36,-0.224,0.364,0.0645,0.1075915889,-0.096,0.052,0.366,-75.8,2.4,-79,-77,-73,-100,0,-100,,-100,-89,6.8992753243,-96,-91,-79,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.922363281,1.9378049993,138.984436035,142.258384705,144.726409912,147.758185167,1.2845502879,145.921401978,147.2706604,149.977478027,152.461538462,2.2571385771,149,153,155,160.153846154,2.2307692308,157,159,165,132.923076923,2.7304983614,128,133,136,135,2.6746674847,128,136,138,-421.244443453,36.5628686885,-476.401733398,-416.101242066,-366.583343506,-647.652416523,18.2087235092,-682.370361328,-640.350097656,-622.142883301,6659.49201848,139.729948759,6368.09277344,6688.38696289,6865.62060547,-175.817028633,49.1433555817,-254.701370239,-165.575553894,-118.404724121,-940.884157621,33.5000573865,-1017.44128418,-929.467010498,-890.519226074,6689.49201848,139.729948759,6398.09277344,6718.38696289,6895.62060547,-628.251725417,51.4339438506,-722.610717773,-628.253143311,-563.602844238,-348.957261306,63.162702299,-415.538238525,-375.853561401,-179.843063354,6629.49201848,139.729948759,6338.09277344,6658.38696289,6835.62060547
436.00,437.00,0.9766,0.0833261064,0.832,0.954,1.158,-0.177,0.0982435749,-0.306,-0.207,0.018,0.0619,0.0433657699,-0.002,0.062,0.14,-72.8,1.166190379,-74,-73,-71,,,,,,-91.6666666667,2.8674417557,-95,,-88,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.220803579,0.7269391819,144.478668213,144.881889343,146.722244263,146.973262787,1.8109617279,144.619293213,146.311134339,149.994491577,152.5,2.4664414312,149,153,155,154.416666667,1.2219065249,153,155,157,139.166666667,2.5110865289,136,138,144,139.833333333,4.7580341412,136,137,148,-367.445283254,19.4463093967,-397.400024414,-371.747329712,-328,-671.217376709,55.1446392804,-760.545471191,-643.712036133,-602.640625,7089.95121257,133.834442901,6864.41015625,7043.35571289,7386.66699219,-188.246141752,65.1492332969,-286.085662842,-172.878540039,-120.881996155,-858.799334208,18.4497536885,-899.514953613,-861.811981201,-819.276977539,7119.95121257,133.834442901,6894.41015625,7073.35571289,7416.66699219,-514.751141866,54.0665773431,-587.799377441,-537.29385376,-399.45715332,-492.838990529,126.541272402,-707.390380859,-419.038009644,-383.455963135,7059.95121257,133.834442901,6834.41015625,7013.35571289,7356.66699219
437.00,438.00,0.9504,0.0507881876,0.818,0.96,1.032,-0.2393,0.0716052372,-0.354,-0.254,-0.032,0.1542,0.0543319427,0.06,0.15,0.252,-77.6,6.4683846515,-90,-74,-73,,,,,,-92.4,3.4409301068,-98,-92,-88,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.00,439.00,0.9502,0.0172383294,0.918,0.954,0.974,-0.2338,0.0300858771,-0.302,-0.231,-0.184,0.1053,0.0263838966,0.056,0.112,0.16,-75.4,0.4898979486,-76,-75,-75,-103,0,-103,,-103,-95,3.5355339059,-101,,-92,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
