start,end,acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,rssi_Kitchen_AP_mean,rssi_Kitchen_AP_std,rssi_Kitchen_AP_min,rssi_Kitchen_AP_median,rssi_Kitchen_AP_max,rssi_Lounge_AP_mean,rssi_Lounge_AP_std,rssi_Lounge_AP_min,rssi_Lounge_AP_median,rssi_Lounge_AP_max,rssi_Upstairs_AP_mean,rssi_Upstairs_AP_std,rssi_Upstairs_AP_min,rssi_Upstairs_AP_median,rssi_Upstairs_AP_max,rssi_Study_AP_mean,rssi_Study_AP_std,rssi_Study_AP_min,rssi_Study_AP_median,rssi_Study_AP_max,pir_bath_mean,pir_bath_std,pir_bath_min,pir_bath_median,pir_bath_max,pir_bed1_mean,pir_bed1_std,pir_bed1_min,pir_bed1_median,pir_bed1_max,pir_bed2_mean,pir_bed2_std,pir_bed2_min,pir_bed2_median,pir_bed2_max,pir_hall_mean,pir_hall_std,pir_hall_min,pir_hall_median,pir_hall_max,pir_kitchen_mean,pir_kitchen_std,pir_kitchen_min,pir_kitchen_median,pir_kitchen_max,pir_living_mean,pir_living_std,pir_living_min,pir_living_median,pir_living_max,pir_stairs_mean,pir_stairs_std,pir_stairs_min,pir_stairs_median,pir_stairs_max,pir_study_mean,pir_study_std,pir_study_min,pir_study_median,pir_study_max,pir_toilet_mean,pir_toilet_std,pir_toilet_min,pir_toilet_median,pir_toilet_max,video_living_room_centre_2d_x_mean,video_living_room_centre_2d_x_std,video_living_room_centre_2d_x_min,video_living_room_centre_2d_x_median,video_living_room_centre_2d_x_max,video_living_room_centre_2d_y_mean,video_living_room_centre_2d_y_std,video_living_room_centre_2d_y_min,video_living_room_centre_2d_y_median,video_living_room_centre_2d_y_max,video_living_room_bb_2d_br_x_mean,video_living_room_bb_2d_br_x_std,video_living_room_bb_2d_br_x_min,video_living_room_bb_2d_br_x_median,video_living_room_bb_2d_br_x_max,video_living_room_bb_2d_br_y_mean,video_living_room_bb_2d_br_y_std,video_living_room_bb_2d_br_y_min,video_living_room_bb_2d_br_y_median,video_living_room_bb_2d_br_y_max,video_living_room_bb_2d_tl_x_mean,video_living_room_bb_2d_tl_x_std,video_living_room_bb_2d_tl_x_min,video_living_room_bb_2d_tl_x_median,video_living_room_bb_2d_tl_x_max,video_living_room_bb_2d_tl_y_mean,video_living_room_bb_2d_tl_y_std,video_living_room_bb_2d_tl_y_min,video_living_room_bb_2d_tl_y_median,video_living_room_bb_2d_tl_y_max,video_living_room_centre_3d_x_mean,video_living_room_centre_3d_x_std,video_living_room_centre_3d_x_min,video_living_room_centre_3d_x_median,video_living_room_centre_3d_x_max,video_living_room_centre_3d_y_mean,video_living_room_centre_3d_y_std,video_living_room_centre_3d_y_min,video_living_room_centre_3d_y_median,video_living_room_centre_3d_y_max,video_living_room_centre_3d_z_mean,video_living_room_centre_3d_z_std,video_living_room_centre_3d_z_min,video_living_room_centre_3d_z_median,video_living_room_centre_3d_z_max,video_living_room_bb_3d_brb_x_mean,video_living_room_bb_3d_brb_x_std,video_living_room_bb_3d_brb_x_min,video_living_room_bb_3d_brb_x_median,video_living_room_bb_3d_brb_x_max,video_living_room_bb_3d_brb_y_mean,video_living_room_bb_3d_brb_y_std,video_living_room_bb_3d_brb_y_min,video_living_room_bb_3d_brb_y_median,video_living_room_bb_3d_brb_y_max,video_living_room_bb_3d_brb_z_mean,video_living_room_bb_3d_brb_z_std,video_living_room_bb_3d_brb_z_min,video_living_room_bb_3d_brb_z_median,video_living_room_bb_3d_brb_z_max,video_living_room_bb_3d_flt_x_mean,video_living_room_bb_3d_flt_x_std,video_living_room_bb_3d_flt_x_min,video_living_room_bb_3d_flt_x_median,video_living_room_bb_3d_flt_x_max,video_living_room_bb_3d_flt_y_mean,video_living_room_bb_3d_flt_y_std,video_living_room_bb_3d_flt_y_min,video_living_room_bb_3d_flt_y_median,video_living_room_bb_3d_flt_y_max,video_living_room_bb_3d_flt_z_mean,video_living_room_bb_3d_flt_z_std,video_living_room_bb_3d_flt_z_min,video_living_room_bb_3d_flt_z_median,video_living_room_bb_3d_flt_z_max,video_kitchen_centre_2d_x_mean,video_kitchen_centre_2d_x_std,video_kitchen_centre_2d_x_min,video_kitchen_centre_2d_x_median,video_kitchen_centre_2d_x_max,video_kitchen_centre_2d_y_mean,video_kitchen_centre_2d_y_std,video_kitchen_centre_2d_y_min,video_kitchen_centre_2d_y_median,video_kitchen_centre_2d_y_max,video_kitchen_bb_2d_br_x_mean,video_kitchen_bb_2d_br_x_std,video_kitchen_bb_2d_br_x_min,video_kitchen_bb_2d_br_x_median,video_kitchen_bb_2d_br_x_max,video_kitchen_bb_2d_br_y_mean,video_kitchen_bb_2d_br_y_std,video_kitchen_bb_2d_br_y_min,video_kitchen_bb_2d_br_y_median,video_kitchen_bb_2d_br_y_max,video_kitchen_bb_2d_tl_x_mean,video_kitchen_bb_2d_tl_x_std,video_kitchen_bb_2d_tl_x_min,video_kitchen_bb_2d_tl_x_median,video_kitchen_bb_2d_tl_x_max,video_kitchen_bb_2d_tl_y_mean,video_kitchen_bb_2d_tl_y_std,video_kitchen_bb_2d_tl_y_min,video_kitchen_bb_2d_tl_y_median,video_kitchen_bb_2d_tl_y_max,video_kitchen_centre_3d_x_mean,video_kitchen_centre_3d_x_std,video_kitchen_centre_3d_x_min,video_kitchen_centre_3d_x_median,video_kitchen_centre_3d_x_max,video_kitchen_centre_3d_y_mean,video_kitchen_centre_3d_y_std,video_kitchen_centre_3d_y_min,video_kitchen_centre_3d_y_median,video_kitchen_centre_3d_y_max,video_kitchen_centre_3d_z_mean,video_kitchen_centre_3d_z_std,video_kitchen_centre_3d_z_min,video_kitchen_centre_3d_z_median,video_kitchen_centre_3d_z_max,video_kitchen_bb_3d_brb_x_mean,video_kitchen_bb_3d_brb_x_std,video_kitchen_bb_3d_brb_x_min,video_kitchen_bb_3d_brb_x_median,video_kitchen_bb_3d_brb_x_max,video_kitchen_bb_3d_brb_y_mean,video_kitchen_bb_3d_brb_y_std,video_kitchen_bb_3d_brb_y_min,video_kitchen_bb_3d_brb_y_median,video_kitchen_bb_3d_brb_y_max,video_kitchen_bb_3d_brb_z_mean,video_kitchen_bb_3d_brb_z_std,video_kitchen_bb_3d_brb_z_min,video_kitchen_bb_3d_brb_z_median,video_kitchen_bb_3d_brb_z_max,video_kitchen_bb_3d_flt_x_mean,video_kitchen_bb_3d_flt_x_std,video_kitchen_bb_3d_flt_x_min,video_kitchen_bb_3d_flt_x_median,video_kitchen_bb_3d_flt_x_max,video_kitchen_bb_3d_flt_y_mean,video_kitchen_bb_3d_flt_y_std,video_kitchen_bb_3d_flt_y_min,video_kitchen_bb_3d_flt_y_median,video_kitchen_bb_3d_flt_y_max,video_kitchen_bb_3d_flt_z_mean,video_kitchen_bb_3d_flt_z_std,video_kitchen_bb_3d_flt_z_min,video_kitchen_bb_3d_flt_z_median,video_kitchen_bb_3d_flt_z_max,video_hallway_centre_2d_x_mean,video_hallway_centre_2d_x_std,video_hallway_centre_2d_x_min,video_hallway_centre_2d_x_median,video_hallway_centre_2d_x_max,video_hallway_centre_2d_y_mean,video_hallway_centre_2d_y_std,video_hallway_centre_2d_y_min,video_hallway_centre_2d_y_median,video_hallway_centre_2d_y_max,video_hallway_bb_2d_br_x_mean,video_hallway_bb_2d_br_x_std,video_hallway_bb_2d_br_x_min,video_hallway_bb_2d_br_x_median,video_hallway_bb_2d_br_x_max,video_hallway_bb_2d_br_y_mean,video_hallway_bb_2d_br_y_std,video_hallway_bb_2d_br_y_min,video_hallway_bb_2d_br_y_median,video_hallway_bb_2d_br_y_max,video_hallway_bb_2d_tl_x_mean,video_hallway_bb_2d_tl_x_std,video_hallway_bb_2d_tl_x_min,video_hallway_bb_2d_tl_x_median,video_hallway_bb_2d_tl_x_max,video_hallway_bb_2d_tl_y_mean,video_hallway_bb_2d_tl_y_std,video_hallway_bb_2d_tl_y_min,video_hallway_bb_2d_tl_y_median,video_hallway_bb_2d_tl_y_max,video_hallway_centre_3d_x_mean,video_hallway_centre_3d_x_std,video_hallway_centre_3d_x_min,video_hallway_centre_3d_x_median,video_hallway_centre_3d_x_max,video_hallway_centre_3d_y_mean,video_hallway_centre_3d_y_std,video_hallway_centre_3d_y_min,video_hallway_centre_3d_y_median,video_hallway_centre_3d_y_max,video_hallway_centre_3d_z_mean,video_hallway_centre_3d_z_std,video_hallway_centre_3d_z_min,video_hallway_centre_3d_z_median,video_hallway_centre_3d_z_max,video_hallway_bb_3d_brb_x_mean,video_hallway_bb_3d_brb_x_std,video_hallway_bb_3d_brb_x_min,video_hallway_bb_3d_brb_x_median,video_hallway_bb_3d_brb_x_max,video_hallway_bb_3d_brb_y_mean,video_hallway_bb_3d_brb_y_std,video_hallway_bb_3d_brb_y_min,video_hallway_bb_3d_brb_y_median,video_hallway_bb_3d_brb_y_max,video_hallway_bb_3d_brb_z_mean,video_hallway_bb_3d_brb_z_std,video_hallway_bb_3d_brb_z_min,video_hallway_bb_3d_brb_z_median,video_hallway_bb_3d_brb_z_max,video_hallway_bb_3d_flt_x_mean,video_hallway_bb_3d_flt_x_std,video_hallway_bb_3d_flt_x_min,video_hallway_bb_3d_flt_x_median,video_hallway_bb_3d_flt_x_max,video_hallway_bb_3d_flt_y_mean,video_hallway_bb_3d_flt_y_std,video_hallway_bb_3d_flt_y_min,video_hallway_bb_3d_flt_y_median,video_hallway_bb_3d_flt_y_max,video_hallway_bb_3d_flt_z_mean,video_hallway_bb_3d_flt_z_std,video_hallway_bb_3d_flt_z_min,video_hallway_bb_3d_flt_z_median,video_hallway_bb_3d_flt_z_max
376,377,0.4572,0.2364862787,0.054,0.49,0.934,-0.2187,0.3328490799,-1.118,-0.205,0.374,0.8361,0.3218511923,0.236,0.765,1.746,,,,,,-70.6,4.4988887517,-75,-74,-65,-103,0,-103,,-103,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.725487518,4.6170663499,166.857955933,171.121894837,183.04637146,56.1454568863,3.5354294023,51.5406341553,53.9308776856,61.8417549133,200.1,2.4879710609,197,200,205,105.1,0.4358898944,105,105,107,136.4,1.8547236991,132,136,140,24.8,8.5182157756,14,22,36,138.867690277,49.0499705793,73.6643676758,121.866436005,248.059692383,697.784024048,27.9869615952,648.561096191,709.925689698,735.352050781,3119.20164795,62.9581313706,3053.5871582,3071.69702148,3230.46923828,442.853172302,29.4308096589,401.325683594,441.605957031,514.502075195,164.504669952,4.7350465847,148.633956909,163.057662964,170.388961792,3149.20164795,62.9581313706,3083.5871582,3101.69702148,3260.46923828,-255.485611725,18.4853481421,-298.432434082,-255.577934266,-224.459579468,1029.62776184,74.5684578421,918.565124512,1043.45449829,1128.00427246,3089.20164795,62.9581313706,3023.5871582,3041.69702148,3200.46923828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,378,-0.087,0.1966504513,-0.37,-0.117,0.344,-0.5569,0.2157808842,-1.288,-0.486,-0.33,0.8739,0.2044108363,0.546,0.896,1.404,,,,,,-73.7,4.5945620031,-82,-73,-69,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.544945046,11.2486753065,162.356292725,172.469665527,198.219085693,64.9017643399,5.3049252943,54.3770294189,64.8261947632,72.0682373047,230.481481481,12.1909813975,207,233,243,105.148148148,0.5237828009,105,105,107,119.703703704,3.2977524873,114,122,124,22,1.6329931619,20,22,24,179.923415996,117.882486169,27.0707893372,140.001098633,404.042480469,609.741005226,44.4589048428,542.341064453,620.419799805,706.222167969,3163.34501592,94.1931170921,3011.17651367,3204.23779297,3276.24169922,792.658268681,155.029885836,510.749755859,839.603515625,962.292602539,166.362291124,8.5764682062,140.872848511,170.120910645,173.908309937,3193.34501592,94.1931170921,3041.17651367,3234.23779297,3306.24169922,-441.775054932,24.1037384596,-487.024475098,-429.757720947,-398.207122803,1076.71071596,34.9515588542,1024.49121094,1069.65332031,1137.3840332,3133.34501592,94.1931170921,2981.17651367,3174.23779297,3246.24169922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,379,-0.1828,0.1075274849,-0.328,-0.196,0.012,-0.4627,0.1136261854,-0.648,-0.44,-0.282,0.8986,0.0532093977,0.784,0.896,1.01,,,,,,-70.05,1.4991664351,-73,-70,-68,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.592758179,9.5665218975,146.325088501,156.433670044,184.079925537,70.9006081943,2.6312464342,65.5019226074,70.7525634766,78.2199325562,242.448275862,1.4759265213,241,243,245,105,0,105,105,105,120.206896552,0.6090869563,120,120,122,31.5862068966,4.8531343685,22,34,36,-7.1451127941,110.544978674,-165.705245972,-42.7490997314,273.621459961,581.226131045,38.797944435,474.749145508,589.721252441,644.758911133,3373.72256364,78.2171581548,3184.77636719,3413.99169922,3455.55151367,983.940452839,23.544463135,935.671325684,983.157409668,1026.53918457,179.035807116,4.1142223453,169.097244263,181.153961182,183.340011597,3403.72256364,78.2171581548,3214.77636719,3443.99169922,3485.55151367,-466.698384252,16.3223249933,-480.490722656,-474.661254883,-420.384490967,1035.50220568,36.6768109658,994.995056152,1009.03039551,1094.67199707,3343.72256364,78.2171581548,3154.77636719,3383.99169922,3425.55151367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,380,0.0938,0.2593537353,-0.302,0.05,0.546,-0.5103,0.2209744555,-0.912,-0.538,-0.03,0.9193,0.2015462974,0.432,0.95,1.22,,,,,,-70.25,3.8842631219,-79,-69,-67,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.963460462,8.6513565183,140.830001831,151.956344604,172.947799683,70.060078588,3.4989760018,65.9833984375,69.0815582275,78.6606750488,243,0,243,243,243,105,0,105,105,105,120.620689655,0.9252695079,120,120,122,36,0,36,36,36,-97.6924856778,102.937439215,-231.220169067,-96.3492279053,148.389160156,597.464799552,50.1527060822,476.005706787,607.540344238,655.533813477,3408.08773909,58.7864980511,3268.22387695,3424.59423828,3474.64672852,1000.66683855,17.110008434,959.958984375,1005.47106934,1020.03900146,180.843414833,3.0921703693,173.486572266,181.711654663,184.344421387,3438.08773909,58.7864980511,3298.22387695,3454.59423828,3504.64672852,-466.399887611,10.6422064071,-483.169128418,-470.294006348,-448.938079834,995.04951214,17.3161537463,953.851196289,999.911621094,1014.65515137,3378.08773909,58.7864980511,3238.22387695,3394.59423828,3444.64672852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,381,-0.4645,0.2186823038,-0.84,-0.465,0.268,0.3067,0.566265406,-0.818,0.381,0.92,0.5336,0.6341623136,-0.27,0.519,1.74,,,,,,-68.3,3.3331666625,-79,-67,-65,-99.3636363636,1.2984415325,-101,,-98,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.153950658,5.4288246443,146.549194336,151.106628418,166.512908936,70.4526869675,2.2072091879,66.9866333008,69.5988769531,75.0104827881,243,0,243,243,243,105,0,105,105,105,120.689655172,0.9506240519,120,120,122,36,0,36,36,36,-82.2707071633,64.9763472366,-161.985687256,-107.440612793,76.3507080078,593.010178139,28.9749889981,533.308654785,599.224243164,640.481079102,3412.50650761,28.6302990396,3343.05419922,3413.88427734,3451.3190918,1001.95293137,8.3329384943,981.738647461,1002.35394287,1013.24945068,181.075843022,1.5059528146,177.422653198,181.14831543,183.117385864,3442.50650761,28.6302990396,3373.05419922,3443.88427734,3481.3190918,-466.28263171,12.3199065364,-479.897033691,-472.441467285,-441.47555542,996.35110158,8.4333316852,975.893249512,996.756958008,1007.78375244,3382.50650761,28.6302990396,3313.05419922,3383.88427734,3421.3190918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,382,-0.414125,0.2766102572,-1.01,-0.459,0.092,0.829625,0.3020010089,0.546,0.785,1.744,0.087125,0.1880757411,-0.442,0.122,0.36,,,,,,-73.625,5.9041828393,-81,-70,-65,-94.25,3.1124748995,-99,,-90,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.430878379,4.8247588954,147.099121094,153.835052491,168.232681274,70.8444869301,1.4846162801,67.6074523926,70.8363075256,74.4843444824,242.818181818,1.4658650452,241,243,245,105,0,105,105,105,121,1,120,121,122,32.4545454545,4.5499977295,24,36,36,-79.2930086309,58.0006629478,-156.365447998,-73.810207367,96.4566116333,590.19498513,18.5009336823,553.004333496,589.666503906,630.331542969,3424.00813432,31.9049761159,3341.15014648,3430.7421875,3469.04882812,1003.07844127,18.918607573,957.541625977,1007.4630127,1032.37878418,181.680826361,1.6782020734,177.322494507,182.03503418,184.049972534,3454.00813432,31.9049761159,3371.15014648,3460.7421875,3499.04882812,-464.191990245,13.6262659063,-482.38394165,-465.12638855,-441.221832275,1041.93536377,55.113516379,975.332397461,1012.37463379,1153.47119141,3394.00813432,31.9049761159,3311.15014648,3400.7421875,3439.04882812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,383,-0.1972,0.0109434912,-0.218,-0.2,-0.174,0.9144,0.0284365961,0.892,0.902,1.006,-0.1435,0.0527707305,-0.22,-0.133,-0.056,,,,,,-79.1,0.8888194417,-81,-79,-78,-96,0,-96,,-96,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.222497446,7.8111401703,155.85798645,180.019592285,192.21055603,75.4754969279,2.5495821364,70.1992263794,75.7252731323,80.1878967285,247.814814815,2.5681386405,243,249,251,105,0,105,105,105,121.925925926,0.3777051492,120,122,122,37.4814814815,2.5872961773,32,38,42,212.445476108,91.5494161485,-49.1536483765,233.143508911,373.156188965,519.338788068,32.9547934495,463.894470215,511.181335449,588.207946777,3325.33684172,39.9686506194,3262.82495117,3321.9152832,3406.88867188,1033.37454563,36.9035890409,972.905517578,1045.57446289,1092.87451172,176.49071644,2.1023520812,173.202590942,176.310745239,180.780349731,3355.33684172,39.9686506194,3292.82495117,3351.9152832,3436.88867188,-439.985908791,7.8585656307,-470.475006104,-438.658721924,-430.784729004,953.624335395,34.3398514662,901.448913574,946.326416016,1042.06286621,3295.33684172,39.9686506194,3232.82495117,3291.9152832,3376.88867188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,384,-0.1886,0.008788629,-0.202,-0.19,-0.17,0.901,0.0122719192,0.872,0.898,0.92,-0.189,0.0114629839,-0.208,-0.194,-0.168,-100.5,1.5,-102,,-99,-83.7,2.8827070611,-88,-82,-81,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.904032389,9.5864943144,152.617675781,165.942138672,187.719177246,67.9637175666,3.1548080293,62.9243431091,67.7451629639,79.8994750977,247.296296296,3.1128742799,243,247,253,105,0,105,105,105,122,0,122,122,122,40.8148148148,0.9827036416,40,40,42,106.226793784,113.74002716,-91.1737518311,72.1594848633,323.483215332,628.167829725,43.3982380352,467.973724365,637.380859375,704.900024414,3440.67008464,45.4608082426,3327.95166016,3453.0090332,3521.94165039,1062.29662408,36.303881389,994.84967041,1058.7154541,1123.80712891,182.55724589,2.3912407586,176.628250122,183.206268311,186.832138062,3470.67008464,45.4608082426,3357.95166016,3483.0090332,3551.94165039,-454.483196117,6.0578109894,-465.312896729,-456.127380371,-439.46307373,947.094211154,18.9178516646,902.055664062,946.93347168,979.605957031,3410.67008464,45.4608082426,3297.95166016,3423.0090332,3491.94165039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,385,-0.2369,0.18335482,-0.616,-0.171,0.048,0.6125,0.5626366056,-1.14,0.813,1.206,0.0577,0.1940219318,-0.154,0.005,0.704,-99,0,-99,,-99,-75.5,4.4888751375,-87,-76,-70,-98,4.8989794856,-104,,-92,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.396635267,13.100421628,154.305236816,180.67024231,189.839569092,71.8540951764,5.0499844448,63.9471664429,72.9471282959,78.1298980713,248.851851852,1.0785347984,247,249,251,105,0,105,105,105,122,0,122,122,122,43.3333333333,1.0886621079,40,44,44,167.058346784,152.215776617,-69.2582702637,243.393295288,345.683959961,571.576260037,72.4555438177,487.623962402,548.858032227,688.950195312,3377.99519857,78.4625574741,3284.93945312,3326.4375,3513.41064453,1061.75825105,24.2763274374,1034.57043457,1050.61425781,1113.96313477,179.260548344,4.1271321304,174.365814209,176.548614502,186.383407593,3407.99519857,78.4625574741,3314.93945312,3356.4375,3543.41064453,-446.131555628,10.4554000775,-464.176116943,-439.261322021,-433.731567383,900.2002247,28.4409891264,867.46307373,891.609069824,952.782409668,3347.99519857,78.4625574741,3254.93945312,3296.4375,3483.41064453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,386,-0.0404,0.1554678102,-0.448,0.022,0.152,-1.1801,0.3339709419,-1.898,-1.052,-0.714,0.0522,0.3331485555,-0.34,-0.097,0.808,,,,,,-80.6,4.1761226036,-89,-81,-75,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.405863444,10.4325417361,163.35786438,190.178642273,191.688796997,74.6445258458,3.0731365971,68.8384552002,75.2475204468,78.3945007324,249.25,0.6614378278,249,249,251,105,0,105,105,105,122,0,122,122,122,44,0,44,44,44,282.407229423,119.387754787,40.5139312744,348.326004028,365.009887695,529.573975881,45.6197623049,483.326538086,515.688568115,617.282958984,3325.94631958,62.4244627375,3276.52148438,3295.75256347,3452.35644531,1050.27837117,19.2930783549,1031.9432373,1040.92175293,1086.82019043,176.522777557,3.2835267203,173.923034668,174.934585571,183.171951294,3355.94631958,62.4244627375,3306.52148438,3325.75256347,3482.35644531,-439.195868174,8.318266175,-456.040435791,-435.172454834,-432.609832764,878.391654968,16.6365308046,865.219543457,870.344818115,912.080810547,3295.94631958,62.4244627375,3246.52148438,3265.75256347,3422.35644531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,387,0.076625,0.0205999848,0.044,0.074,0.112,-0.918875,0.0170729135,-0.954,-0.922,-0.872,-0.25875,0.0323022832,-0.32,-0.255,-0.21,,,,,,-83.3125,6.5260894684,-93,-83,-76,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.563411006,8.4654788417,160.459411621,183.950042725,189.616516113,73.0488366021,3.3692783825,66.6374816895,72.5912704468,79.4779052734,246.555555556,6.9139329716,227,249,249,105,0,105,105,105,122,0,122,122,122,43.4074074074,1.1944085553,40,44,44,250.443057873,96.9181835201,5.615020752,280.275268555,339.746429443,549.515323215,46.9376906616,465.33996582,556.437866211,646.245727539,3334.65670211,58.8229496252,3269.92626953,3316.60742188,3485.43920898,1021.60870813,87.0520831711,779.880371094,1044.45385742,1097.1451416,176.980944598,3.0940886819,173.576126099,176.031555176,184.912109375,3364.65670211,58.8229496252,3299.92626953,3346.60742188,3515.43920898,-440.356558341,7.8383611699,-460.448852539,-437.951416016,-431.731018066,887.483104565,16.2341833087,863.461975098,886.524291992,920.897583008,3304.65670211,58.8229496252,3239.92626953,3286.60742188,3455.43920898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
